Dataset,Packet,Method,EventCount,LineCount,ClusterCount,Coverage,Precision,F1,IoU,Fragmentation,MergeError,ExtraEventRatio,RuntimeSeconds
shapes_6dof_events,4,ELiSeD,1323,28,22,0.44044044044044,0.846153846153846,0.579328505595787,0.407784986098239,2.25,0.025,0.153846153846154,0.0484225
shapes_6dof_events,4,LE-calib,1323,28,10,0.478478478478478,0.85663082437276,0.614001284521516,0.443002780352178,1,0.0209205020920502,0.14336917562724,0.2465449
shapes_6dof_events,5,LLGD,1368,27,16,0.508073196986007,0.670454545454545,0.578077158603797,0.406546080964686,1,0.0529661016949152,0.329545454545455,0.1116913
shapes_6dof_events,5,ST,1368,27,13,0.270182992465016,0.786833855799373,0.40224358974359,0.251755265797392,1.25,0.0239043824701195,0.213166144200627,0.0136065
shapes_6dof_events,5,ELiSeD,1368,27,16,0.339074273412271,0.775862068965517,0.471910112359551,0.308823529411765,1.85714285714286,0.00634920634920633,0.224137931034483,0.0422683
shapes_6dof_events,5,LE-calib,1368,27,11,0.424111948331539,0.707360861759425,0.53028263795424,0.360805860805861,1,0.0380710659898477,0.292639138240575,0.2547376
shapes_6dof_events,6,LLGD,1639,31,29,0.702242152466368,0.678509532062392,0.690171881886293,0.526917900403769,1,0.0574712643678161,0.321490467937608,0.1344697
shapes_6dof_events,6,ST,1639,31,14,0.235874439461883,0.716621253405995,0.354925775978408,0.215750615258409,1.28571428571429,0.0722433460076045,0.283378746594005,0.0098801
shapes_6dof_events,6,ELiSeD,1639,31,26,0.445739910313901,0.737388724035608,0.555617663499161,0.384674922600619,1.63636363636364,0.0241448692152918,0.262611275964392,0.0368011
shapes_6dof_events,6,LE-calib,1639,31,13,0.471748878923767,0.746099290780142,0.578021978021978,0.406491499227202,1,0.0399239543726235,0.253900709219858,0.2867148
shapes_6dof_events,7,LLGD,1595,25,22,0.611218568665377,0.686210640608035,0.646547314578005,0.477702191987906,1,0.0395569620253164,0.313789359391965,0.1366568
shapes_6dof_events,7,ST,1595,25,15,0.275628626692456,0.762032085561497,0.404829545454545,0.253784505788068,1.8,0.0105263157894737,0.237967914438503,0.0137899
shapes_6dof_events,7,ELiSeD,1595,25,23,0.36073500967118,0.744510978043912,0.48599348534202,0.320998278829604,1.875,0.0241286863270778,0.255489021956088,0.0329481
shapes_6dof_events,7,LE-calib,1595,25,14,0.504835589941973,0.709239130434783,0.589830508474576,0.418269230769231,1,0.0076628352490421,0.290760869565217,0.2600855
shapes_6dof_events,8,LLGD,1557,35,19,0.466725043782837,0.748595505617977,0.574973031283711,0.403482210446631,1,0.0525328330206379,0.251404494382022,0.1185803
shapes_6dof_events,8,ST,1557,35,13,0.257443082311734,0.930379746835443,0.403292181069959,0.252577319587629,1.5,0.0170068027210885,0.069620253164557,0.0099997
shapes_6dof_events,8,ELiSeD,1557,35,18,0.296847635726795,0.832923832923833,0.437701743060039,0.280165289256198,1.625,0.0530973451327433,0.167076167076167,0.0336678
shapes_6dof_events,8,LE-calib,1557,35,11,0.393169877408056,0.763605442176871,0.519075144508671,0.350507416081187,1,0.0311804008908686,0.236394557823129,0.3327947
shapes_6dof_events,9,LLGD,1450,33,24,0.63771186440678,0.695953757225434,0.665561083471531,0.498757249378625,1,0.0631229235880398,0.304046242774566,0.0825189
shapes_6dof_events,9,ST,1450,33,11,0.208686440677966,0.778656126482213,0.329156223893066,0.197,1.14285714285714,0.00507614213197971,0.221343873517787,0.0097924
shapes_6dof_events,9,ELiSeD,1450,33,22,0.384533898305085,0.715976331360947,0.500344589937974,0.333639705882353,1.36363636363636,0.0110192837465565,0.284023668639053,0.0233775
shapes_6dof_events,9,LE-calib,1450,33,13,0.415254237288136,0.771653543307087,0.539944903581267,0.369811320754717,1,0.0739795918367347,0.228346456692913,0.347081
shapes_6dof_events,10,LLGD,1229,31,13,0.521631644004944,0.799242424242424,0.631264023934181,0.46120218579235,1,0.056872037914692,0.200757575757576,0.0793277
shapes_6dof_events,10,ST,1229,31,12,0.30778739184178,0.852739726027397,0.452316076294278,0.292253521126761,1.42857142857143,0.0200803212851406,0.147260273972603,0.006957
shapes_6dof_events,10,ELiSeD,1229,31,17,0.30655129789864,0.835016835016835,0.448462929475588,0.289044289044289,1.75,0.0120967741935484,0.164983164983165,0.0186308
shapes_6dof_events,10,LE-calib,1229,31,8,0.343634116192831,0.774373259052925,0.476027397260274,0.312359550561798,1,0.0143884892086331,0.225626740947075,0.255055
shapes_6dof_events,11,LLGD,1405,34,19,0.517964071856287,0.78517397881997,0.624173180998196,0.453671328671329,1.33333333333333,0.0385356454720617,0.21482602118003,0.1113747
shapes_6dof_events,11,ST,1405,34,19,0.305389221556886,0.757425742574257,0.435277382645804,0.278181818181818,1.16666666666667,0.00653594771241828,0.242574257425743,0.0098023
shapes_6dof_events,11,ELiSeD,1405,34,13,0.24750499001996,0.870175438596491,0.385392385392385,0.238691049085659,1.42857142857143,0.0443548387096774,0.129824561403509,0.0249282
shapes_6dof_events,11,LE-calib,1405,34,8,0.338323353293413,0.820823244552058,0.479151943462897,0.315055762081784,1,0.0294985250737463,0.179176755447942,0.3100831
shapes_6dof_events,12,LLGD,1997,32,23,0.638438880706922,0.774798927613941,0.700040371417037,0.538509316770186,1.07142857142857,0.0599769319492502,0.225201072386059,0.1867563
shapes_6dof_events,12,ST,1997,32,18,0.276141384388807,0.854214123006834,0.417362270450751,0.263713080168776,1.66666666666667,0.0133333333333333,0.145785876993166,0.0118481
shapes_6dof_events,12,ELiSeD,1997,32,34,0.436671575846834,0.718787878787879,0.543289051763628,0.372955974842767,1.91666666666667,0.0185497470489039,0.281212121212121,0.0440971
shapes_6dof_events,12,LE-calib,1997,32,15,0.477908689248895,0.759953161592506,0.586799276672694,0.415227127319258,1,0.0338983050847458,0.240046838407494,0.3621717
shapes_6dof_events,13,LLGD,1338,31,13,0.492914979757085,0.828231292517007,0.618020304568528,0.447199265381084,1,0.053388090349076,0.171768707482993,0.0843024
shapes_6dof_events,13,ST,1338,31,17,0.302631578947368,0.847025495750708,0.445935868754661,0.286948176583493,1.18181818181818,0.0702341137123745,0.152974504249292,0.011976
shapes_6dof_events,13,ELiSeD,1338,31,16,0.245951417004049,0.778846153846154,0.373846153846154,0.229895931882687,1.625,0.0205761316872428,0.221153846153846,0.0202297
shapes_6dof_events,13,LE-calib,1338,31,9,0.369433198380567,0.744897959183674,0.493910690121786,0.327942497753819,1,0.0794520547945206,0.255102040816327,0.2335549
shapes_6dof_events,14,LLGD,1345,31,17,0.533926585094549,0.72289156626506,0.614203454894434,0.443213296398892,1.11111111111111,0.0895833333333333,0.27710843373494,0.1018279
shapes_6dof_events,14,ST,1345,31,14,0.25139043381535,0.655072463768116,0.363344051446945,0.222003929273084,1.125,0.0176991150442478,0.344927536231884,0.0083985
shapes_6dof_events,14,ELiSeD,1345,31,18,0.279199110122358,0.721264367816092,0.402566158781075,0.252008032128514,1.33333333333333,0.0358565737051793,0.278735632183908,0.0206647
shapes_6dof_events,14,LE-calib,1345,31,10,0.422691879866518,0.80168776371308,0.553532410779315,0.382678751258812,1.16666666666667,0.0842105263157895,0.19831223628692,0.2779846
shapes_6dof_events,15,LLGD,1844,30,22,0.52208480565371,0.622760800842993,0.567996155694378,0.396644295302013,1.11111111111111,0.0846023688663282,0.377239199157007,0.1761284
shapes_6dof_events,15,ST,1844,30,19,0.310070671378092,0.696428571428571,0.429095354523227,0.273151750972763,1.55555555555556,0.0769230769230769,0.303571428571429,0.0134741
shapes_6dof_events,15,ELiSeD,1844,30,30,0.402826855123675,0.635983263598326,0.493239588967009,0.32735104091888,1.63636363636364,0.0263157894736842,0.364016736401674,0.0352886
shapes_6dof_events,15,LE-calib,1844,30,18,0.557420494699647,0.724454649827784,0.630054917623565,0.459912536443149,1,0.0332805071315373,0.275545350172216,0.3153136
shapes_6dof_events,16,LLGD,1970,29,20,0.673897830650805,0.801164725457571,0.732041049030787,0.577338129496403,1,0.0924195223260644,0.198835274542429,0.127874
shapes_6dof_events,16,ST,1970,29,16,0.206438068579426,0.741206030150754,0.322933771209633,0.192558746736292,1.09090909090909,0.0169491525423728,0.258793969849246,0.018661
shapes_6dof_events,16,ELiSeD,1970,29,36,0.521343596920924,0.845629965947787,0.645021645021645,0.476038338658147,2.41666666666667,0.0375838926174497,0.154370034052213,0.0448996
shapes_6dof_events,16,LE-calib,1970,29,13,0.458362491252624,0.795868772782503,0.581705150976909,0.41014402003757,1,0.018320610687023,0.204131227217497,0.3862579
shapes_6dof_events,17,LLGD,1792,28,19,0.598883572567783,0.74800796812749,0.6651904340124,0.498341074983411,1.08333333333333,0.0705725699067909,0.25199203187251,0.157364
shapes_6dof_events,17,ST,1792,28,16,0.295055821371611,0.872641509433962,0.441001191895113,0.282874617737003,1.3,0.0216216216216216,0.127358490566038,0.0107678
shapes_6dof_events,17,ELiSeD,1792,28,30,0.345295055821372,0.680817610062893,0.458201058201058,0.297185998627316,1.58333333333333,0.0577367205542725,0.319182389937107,0.0359448
shapes_6dof_events,17,LE-calib,1792,28,16,0.484051036682616,0.745700245700246,0.587040618955513,0.415468856947296,1,0.0444810543657331,0.254299754299754,0.3056369
shapes_6dof_events,18,LLGD,453,21,4,0.201342281879195,0.674157303370786,0.310077519379845,0.18348623853211,1,0.05,0.325842696629214,0.0254481
shapes_6dof_events,18,ST,453,21,4,0.13758389261745,0.577464788732394,0.222222222222222,0.125,1,0.146341463414634,0.422535211267606,0.0055354
shapes_6dof_events,18,ELiSeD,453,21,0,0,0,0,0,NaN,NaN,0,0.007468
shapes_6dof_events,18,LE-calib,453,21,1,0.104026845637584,1,0.188449848024316,0.104026845637584,1,0.161290322580645,0,0.1434895
shapes_6dof_events,19,LLGD,717,27,4,0.310077519379845,0.780487804878049,0.443828016643551,0.285204991087344,1,0.0125,0.219512195121951,0.0390256
shapes_6dof_events,19,ST,717,27,11,0.36046511627907,0.815789473684211,0.5,0.333333333333333,1.8,0.021505376344086,0.184210526315789,0.0049051
shapes_6dof_events,19,ELiSeD,717,27,4,0.118217054263566,1,0.211438474870017,0.118217054263566,2,0,0,0.0069201
shapes_6dof_events,19,LE-calib,717,27,3,0.337209302325581,0.925531914893617,0.494318181818182,0.328301886792453,1,0.0287356321839081,0.074468085106383,0.1814893
shapes_6dof_events,20,LLGD,1419,31,17,0.569767441860465,0.790322580645161,0.662162162162162,0.494949494949495,1.22222222222222,0.0255102040816326,0.209677419354839,0.0969431
shapes_6dof_events,20,ST,1419,31,18,0.375968992248062,0.811715481171548,0.513907284768212,0.345811051693405,1.77777777777778,0.00515463917525771,0.188284518828452,0.0125827
shapes_6dof_events,20,ELiSeD,1419,31,15,0.25484496124031,0.900684931506849,0.397280966767372,0.247879359095193,1.75,0.0228136882129277,0.0993150684931507,0.0212283
shapes_6dof_events,20,LE-calib,1419,31,10,0.385658914728682,0.794411177644711,0.519243313763862,0.350660792951542,1,0.0376884422110553,0.205588822355289,0.2607348
shapes_6dof_events,21,LLGD,1948,30,27,0.714896650035638,0.756981132075472,0.73533724340176,0.581449275362319,1,0.0508474576271186,0.243018867924528,0.1240411
shapes_6dof_events,21,ST,1948,30,21,0.310762651461155,0.775800711743772,0.443765903307888,0.285153695225638,1.8,0.0137614678899083,0.224199288256228,0.0117014
shapes_6dof_events,21,ELiSeD,1948,30,39,0.440484675694939,0.734839476813318,0.550802139037433,0.380073800738007,2,0.0598705501618123,0.265160523186683,0.0492717
shapes_6dof_events,21,LE-calib,1948,30,14,0.453314326443336,0.774665042630938,0.571942446043165,0.400503778337531,1,0.00943396226415094,0.225334957369062,0.3466617
shapes_6dof_events,22,LLGD,2818,31,33,0.715691351631279,0.723939235201676,0.719791666666667,0.562245728234337,1.26666666666667,0.0926193921852387,0.276060764798324,0.204519
shapes_6dof_events,22,ST,2818,31,22,0.227861211807354,0.615384615384615,0.332577475434618,0.199456029011786,1.3,0.00227272727272732,0.384615384615385,0.0165804
shapes_6dof_events,22,ELiSeD,2818,31,57,0.648886587260487,0.737058823529412,0.69016799779675,0.526913372582002,2.21052631578947,0.0415003990422985,0.262941176470588,0.083861
shapes_6dof_events,22,LE-calib,2818,31,25,0.558777835318488,0.738535249828884,0.636202830188679,0.466493731085171,1,0.0250231696014829,0.261464750171116,0.4719459
shapes_6dof_events,23,LLGD,3469,38,34,0.795434969853575,0.710657945363601,0.750660434870961,0.600845803513338,1.05882352941176,0.0693015701136979,0.289342054636399,0.2270135
shapes_6dof_events,23,ST,3469,38,27,0.300172265288544,0.691468253968254,0.418618618618619,0.264717052791493,1.7,0.0344332855093257,0.308531746031746,0.0187913
shapes_6dof_events,23,ELiSeD,3469,38,80,0.780361757105943,0.715357283853139,0.746446961894954,0.595465001643115,2.71428571428571,0.0380794701986755,0.284642716146861,0.1069084
shapes_6dof_events,23,LE-calib,3469,38,30,0.602067183462532,0.723228142783238,0.65710928319624,0.489324466223311,1.05555555555556,0.0107296137339056,0.276771857216762,0.5722218
shapes_6dof_events,24,LLGD,3234,37,40,0.750342935528121,0.674198849630238,0.710235879679723,0.550671140939597,1.2,0.106032906764168,0.325801150369762,0.2340914
shapes_6dof_events,24,ST,3234,37,23,0.267489711934156,0.690672963400236,0.385629531970995,0.238873009391588,1.66666666666667,0.0444444444444444,0.309327036599764,0.0183672
shapes_6dof_events,24,ELiSeD,3234,37,70,0.726566072245085,0.738039944263818,0.732258064516129,0.577608142493639,2.52631578947368,0.0623033354310887,0.261960055736182,0.0926741
shapes_6dof_events,24,LE-calib,3234,37,23,0.509830818472794,0.722150259067358,0.59769498793889,0.426223241590214,1,0.02152466367713,0.277849740932642,0.5927308
shapes_6dof_events,25,LLGD,3051,36,37,0.813865147198481,0.722901729228174,0.765691311145857,0.620340209916757,1.13333333333333,0.0898483080513419,0.277098270771826,0.2167512
shapes_6dof_events,25,ST,3051,36,30,0.304843304843305,0.728717366628831,0.429862738533646,0.273773987206823,1.72727272727273,0.0451713395638629,0.271282633371169,0.0200678
shapes_6dof_events,25,ELiSeD,3051,36,58,0.752611585944919,0.780403741999015,0.76625574087503,0.621081504702194,2.10526315789474,0.0662460567823344,0.219596258000985,0.0893884
shapes_6dof_events,25,LE-calib,3051,36,25,0.597340930674264,0.771305947271613,0.673267326732673,0.507462686567164,1,0.0302066772655007,0.228694052728387,0.4961182
shapes_6dof_events,26,LLGD,1921,34,25,0.764021887824897,0.855938697318008,0.807372605710155,0.676969696969697,1.17647058823529,0.0599820948970456,0.144061302681992,0.1187027
shapes_6dof_events,26,ST,1921,34,19,0.229822161422709,0.735229759299781,0.350182386659719,0.2122552116235,1.5,0.0625,0.264770240700219,0.0125782
shapes_6dof_events,26,ELiSeD,1921,34,29,0.439808481532148,0.846052631578947,0.578757875787579,0.407219759341355,2.16666666666667,0.0404354587869362,0.153947368421053,0.0373179
shapes_6dof_events,26,LE-calib,1921,34,13,0.387824897400821,0.827737226277372,0.528178854215184,0.358860759493671,1,0.0211640211640212,0.172262773722628,0.4035719
shapes_6dof_events,27,LLGD,2053,29,28,0.800141242937853,0.72674791533034,0.761680672268908,0.615092290988057,1.07142857142857,0.0406001765225066,0.27325208466966,0.1337114
shapes_6dof_events,27,ST,2053,29,18,0.233050847457627,0.787589498806683,0.359673024523161,0.219269102990033,1.625,0.00303030303030305,0.212410501193317,0.0148295
shapes_6dof_events,27,ELiSeD,2053,29,47,0.657485875706215,0.81882145998241,0.72933803368586,0.573982737361282,2.53333333333333,0.0354457572502686,0.18117854001759,0.0545975
shapes_6dof_events,27,LE-calib,2053,29,15,0.47316384180791,0.793838862559242,0.592920353982301,0.421383647798742,1.1,0.00597014925373129,0.206161137440758,0.4956661
shapes_6dof_events,28,LLGD,1832,30,21,0.625275532696547,0.74780316344464,0.681072428971589,0.516383495145631,1.08333333333333,0.0423031727379554,0.25219683655536,0.1448185
shapes_6dof_events,28,ST,1832,30,19,0.309331373989713,0.827111984282908,0.450267379679144,0.290545203588682,1.875,0.0237529691211401,0.172888015717092,0.0114969
shapes_6dof_events,28,ELiSeD,1832,30,35,0.426891991182954,0.844476744186046,0.567105905319668,0.395776566757493,2.30769230769231,0.0240963855421686,0.155523255813953,0.0411451
shapes_6dof_events,28,LE-calib,1832,30,12,0.37252020573108,0.823051948051948,0.512898330804249,0.344897959183673,1,0.0453648915187377,0.176948051948052,0.429729
shapes_6dof_events,29,LLGD,3438,33,36,0.88314332247557,0.7645400070497,0.819573020971094,0.694302176696543,1.2,0.123098201936376,0.2354599929503,0.1750373
shapes_6dof_events,29,ST,3438,33,17,0.254885993485342,0.851700680272109,0.392353494202444,0.244054580896686,1.5,0.0303514376996805,0.148299319727891,0.0182483
shapes_6dof_events,29,ELiSeD,3438,33,71,0.773615635179153,0.735863671572424,0.754267566494641,0.605481198215424,2.68421052631579,0.0394736842105263,0.264136328427576,0.1083123
shapes_6dof_events,29,LE-calib,3438,33,24,0.670602605863192,0.792207792207792,0.726350606394708,0.570290858725762,1.13333333333333,0.0449301760777171,0.207792207792208,0.475128
shapes_6dof_events,30,LLGD,2979,33,37,0.861751152073733,0.789695945945946,0.824151608638167,0.700899550224888,1.25,0.133155080213904,0.210304054054054,0.1830492
shapes_6dof_events,30,ST,2979,33,23,0.317511520737327,0.828125,0.459027315123251,0.297881539126675,1.63636363636364,0.0391872278664731,0.171875,0.0173864
shapes_6dof_events,30,ELiSeD,2979,33,66,0.770506912442396,0.765918460833715,0.768205835056283,0.623647892577397,2.27777777777778,0.0340909090909091,0.234081539166285,0.0983374
shapes_6dof_events,30,LE-calib,2979,33,18,0.597695852534562,0.78749241044323,0.679591302069688,0.51468253968254,1.08333333333333,0.0454895913646878,0.21250758955677,0.4196188
urban_events,1,LLGD,2256,77,26,0.408805031446541,0.632295719844358,0.496562261268144,0.330284552845528,1,0.184615384615385,0.367704280155642,0.1188317
urban_events,1,ST,2256,77,1,0.308176100628931,1,0.471153846153846,0.308176100628931,1,0,0,0.0092729
urban_events,1,ELiSeD,2256,77,0,0,0,0,0,NaN,NaN,0,0.013626
urban_events,1,LE-calib,2256,77,9,0.379874213836478,0.543165467625899,0.447076239822354,0.28789323164919,2,0.490066225165563,0.456834532374101,0.4720587
urban_events,2,LLGD,5626,88,32,0.0564476885644769,0.215613382899628,0.0894716544543,0.0468308437626161,NaN,0.344827586206897,0.784386617100372,0.276329
