sAP5,sAP10,sAP15,msAP,Precision,Recall,GroundTruthLines,PredictedLines
1.4959576728657649,2.6630782175306837,3.6476370112293752,2.602224300541941,9.212458458922635,11.173603299587553,7112,8626
