Sample,Case,Multiplicity,NoiseRatio,Rotation,Opening,Repeat,Variant,AngleTolerance,DistanceTolerance,TrueLines,PredictedLines,MatchedLines,ExactRecovery,CountCorrect,Accepted
1,noise,1,1,0,90,1,Full,10,0.75,0,0,0,1,1,0
1,noise,1,1,0,90,1,Full,15,1,0,0,0,1,1,0
1,noise,1,1,0,90,1,Full,20,1.25,0,0,0,1,1,0
1,noise,1,1,0,90,1,Initial RANSAC,10,0.75,0,0,0,1,1,0
1,noise,1,1,0,90,1,Initial RANSAC,15,1,0,0,0,1,1,0
1,noise,1,1,0,90,1,Initial RANSAC,20,1.25,0,0,0,1,1,0
1,noise,1,1,0,90,1,Inlier ratio only,10,0.75,0,0,0,1,1,0
1,noise,1,1,0,90,1,Inlier ratio only,15,1,0,0,0,1,1,0
1,noise,1,1,0,90,1,Inlier ratio only,20,1.25,0,0,0,1,1,0
2,noise,1,1,0,90,2,Full,10,0.75,0,0,0,1,1,0
2,noise,1,1,0,90,2,Full,15,1,0,0,0,1,1,0
2,noise,1,1,0,90,2,Full,20,1.25,0,0,0,1,1,0
2,noise,1,1,0,90,2,Initial RANSAC,10,0.75,0,1,0,0,0,1
2,noise,1,1,0,90,2,Initial RANSAC,15,1,0,1,0,0,0,1
2,noise,1,1,0,90,2,Initial RANSAC,20,1.25,0,1,0,0,0,1
2,noise,1,1,0,90,2,Inlier ratio only,10,0.75,0,0,0,1,1,0
2,noise,1,1,0,90,2,Inlier ratio only,15,1,0,0,0,1,1,0
2,noise,1,1,0,90,2,Inlier ratio only,20,1.25,0,0,0,1,1,0
3,noise,1,1,0,90,3,Full,10,0.75,0,0,0,1,1,0
3,noise,1,1,0,90,3,Full,15,1,0,0,0,1,1,0
3,noise,1,1,0,90,3,Full,20,1.25,0,0,0,1,1,0
3,noise,1,1,0,90,3,Initial RANSAC,10,0.75,0,1,0,0,0,1
3,noise,1,1,0,90,3,Initial RANSAC,15,1,0,1,0,0,0,1
3,noise,1,1,0,90,3,Initial RANSAC,20,1.25,0,1,0,0,0,1
3,noise,1,1,0,90,3,Inlier ratio only,10,0.75,0,0,0,1,1,0
3,noise,1,1,0,90,3,Inlier ratio only,15,1,0,0,0,1,1,0
3,noise,1,1,0,90,3,Inlier ratio only,20,1.25,0,0,0,1,1,0
4,noise,1,1,0,90,4,Full,10,0.75,0,0,0,1,1,0
4,noise,1,1,0,90,4,Full,15,1,0,0,0,1,1,0
4,noise,1,1,0,90,4,Full,20,1.25,0,0,0,1,1,0
4,noise,1,1,0,90,4,Initial RANSAC,10,0.75,0,1,0,0,0,1
4,noise,1,1,0,90,4,Initial RANSAC,15,1,0,1,0,0,0,1
4,noise,1,1,0,90,4,Initial RANSAC,20,1.25,0,1,0,0,0,1
4,noise,1,1,0,90,4,Inlier ratio only,10,0.75,0,0,0,1,1,0
4,noise,1,1,0,90,4,Inlier ratio only,15,1,0,0,0,1,1,0
4,noise,1,1,0,90,4,Inlier ratio only,20,1.25,0,0,0,1,1,0
5,noise,1,1,0,90,5,Full,10,0.75,0,0,0,1,1,0
5,noise,1,1,0,90,5,Full,15,1,0,0,0,1,1,0
5,noise,1,1,0,90,5,Full,20,1.25,0,0,0,1,1,0
5,noise,1,1,0,90,5,Initial RANSAC,10,0.75,0,1,0,0,0,1
5,noise,1,1,0,90,5,Initial RANSAC,15,1,0,1,0,0,0,1
5,noise,1,1,0,90,5,Initial RANSAC,20,1.25,0,1,0,0,0,1
5,noise,1,1,0,90,5,Inlier ratio only,10,0.75,0,0,0,1,1,0
5,noise,1,1,0,90,5,Inlier ratio only,15,1,0,0,0,1,1,0
5,noise,1,1,0,90,5,Inlier ratio only,20,1.25,0,0,0,1,1,0
6,noise,1,1,15,90,1,Full,10,0.75,0,0,0,1,1,0
6,noise,1,1,15,90,1,Full,15,1,0,0,0,1,1,0
6,noise,1,1,15,90,1,Full,20,1.25,0,0,0,1,1,0
6,noise,1,1,15,90,1,Initial RANSAC,10,0.75,0,1,0,0,0,1
6,noise,1,1,15,90,1,Initial RANSAC,15,1,0,1,0,0,0,1
6,noise,1,1,15,90,1,Initial RANSAC,20,1.25,0,1,0,0,0,1
6,noise,1,1,15,90,1,Inlier ratio only,10,0.75,0,0,0,1,1,0
6,noise,1,1,15,90,1,Inlier ratio only,15,1,0,0,0,1,1,0
6,noise,1,1,15,90,1,Inlier ratio only,20,1.25,0,0,0,1,1,0
7,noise,1,1,15,90,2,Full,10,0.75,0,0,0,1,1,0
7,noise,1,1,15,90,2,Full,15,1,0,0,0,1,1,0
7,noise,1,1,15,90,2,Full,20,1.25,0,0,0,1,1,0
7,noise,1,1,15,90,2,Initial RANSAC,10,0.75,0,0,0,1,1,0
7,noise,1,1,15,90,2,Initial RANSAC,15,1,0,0,0,1,1,0
7,noise,1,1,15,90,2,Initial RANSAC,20,1.25,0,0,0,1,1,0
7,noise,1,1,15,90,2,Inlier ratio only,10,0.75,0,0,0,1,1,0
7,noise,1,1,15,90,2,Inlier ratio only,15,1,0,0,0,1,1,0
7,noise,1,1,15,90,2,Inlier ratio only,20,1.25,0,0,0,1,1,0
8,noise,1,1,15,90,3,Full,10,0.75,0,0,0,1,1,0
8,noise,1,1,15,90,3,Full,15,1,0,0,0,1,1,0
8,noise,1,1,15,90,3,Full,20,1.25,0,0,0,1,1,0
8,noise,1,1,15,90,3,Initial RANSAC,10,0.75,0,0,0,1,1,0
8,noise,1,1,15,90,3,Initial RANSAC,15,1,0,0,0,1,1,0
8,noise,1,1,15,90,3,Initial RANSAC,20,1.25,0,0,0,1,1,0
8,noise,1,1,15,90,3,Inlier ratio only,10,0.75,0,0,0,1,1,0
8,noise,1,1,15,90,3,Inlier ratio only,15,1,0,0,0,1,1,0
8,noise,1,1,15,90,3,Inlier ratio only,20,1.25,0,0,0,1,1,0
9,noise,1,1,15,90,4,Full,10,0.75,0,0,0,1,1,0
9,noise,1,1,15,90,4,Full,15,1,0,0,0,1,1,0
9,noise,1,1,15,90,4,Full,20,1.25,0,0,0,1,1,0
9,noise,1,1,15,90,4,Initial RANSAC,10,0.75,0,0,0,1,1,0
9,noise,1,1,15,90,4,Initial RANSAC,15,1,0,0,0,1,1,0
9,noise,1,1,15,90,4,Initial RANSAC,20,1.25,0,0,0,1,1,0
9,noise,1,1,15,90,4,Inlier ratio only,10,0.75,0,0,0,1,1,0
9,noise,1,1,15,90,4,Inlier ratio only,15,1,0,0,0,1,1,0
9,noise,1,1,15,90,4,Inlier ratio only,20,1.25,0,0,0,1,1,0
10,noise,1,1,15,90,5,Full,10,0.75,0,0,0,1,1,0
10,noise,1,1,15,90,5,Full,15,1,0,0,0,1,1,0
10,noise,1,1,15,90,5,Full,20,1.25,0,0,0,1,1,0
10,noise,1,1,15,90,5,Initial RANSAC,10,0.75,0,1,0,0,0,1
10,noise,1,1,15,90,5,Initial RANSAC,15,1,0,1,0,0,0,1
10,noise,1,1,15,90,5,Initial RANSAC,20,1.25,0,1,0,0,0,1
10,noise,1,1,15,90,5,Inlier ratio only,10,0.75,0,0,0,1,1,0
10,noise,1,1,15,90,5,Inlier ratio only,15,1,0,0,0,1,1,0
10,noise,1,1,15,90,5,Inlier ratio only,20,1.25,0,0,0,1,1,0
11,noise,1,1,30,90,1,Full,10,0.75,0,0,0,1,1,0
11,noise,1,1,30,90,1,Full,15,1,0,0,0,1,1,0
11,noise,1,1,30,90,1,Full,20,1.25,0,0,0,1,1,0
11,noise,1,1,30,90,1,Initial RANSAC,10,0.75,0,0,0,1,1,0
11,noise,1,1,30,90,1,Initial RANSAC,15,1,0,0,0,1,1,0
11,noise,1,1,30,90,1,Initial RANSAC,20,1.25,0,0,0,1,1,0
11,noise,1,1,30,90,1,Inlier ratio only,10,0.75,0,0,0,1,1,0
11,noise,1,1,30,90,1,Inlier ratio only,15,1,0,0,0,1,1,0
11,noise,1,1,30,90,1,Inlier ratio only,20,1.25,0,0,0,1,1,0
12,noise,1,1,30,90,2,Full,10,0.75,0,0,0,1,1,0
12,noise,1,1,30,90,2,Full,15,1,0,0,0,1,1,0
12,noise,1,1,30,90,2,Full,20,1.25,0,0,0,1,1,0
12,noise,1,1,30,90,2,Initial RANSAC,10,0.75,0,0,0,1,1,0
12,noise,1,1,30,90,2,Initial RANSAC,15,1,0,0,0,1,1,0
12,noise,1,1,30,90,2,Initial RANSAC,20,1.25,0,0,0,1,1,0
12,noise,1,1,30,90,2,Inlier ratio only,10,0.75,0,0,0,1,1,0
12,noise,1,1,30,90,2,Inlier ratio only,15,1,0,0,0,1,1,0
12,noise,1,1,30,90,2,Inlier ratio only,20,1.25,0,0,0,1,1,0
13,noise,1,1,30,90,3,Full,10,0.75,0,0,0,1,1,0
13,noise,1,1,30,90,3,Full,15,1,0,0,0,1,1,0
13,noise,1,1,30,90,3,Full,20,1.25,0,0,0,1,1,0
13,noise,1,1,30,90,3,Initial RANSAC,10,0.75,0,1,0,0,0,1
13,noise,1,1,30,90,3,Initial RANSAC,15,1,0,1,0,0,0,1
13,noise,1,1,30,90,3,Initial RANSAC,20,1.25,0,1,0,0,0,1
13,noise,1,1,30,90,3,Inlier ratio only,10,0.75,0,0,0,1,1,0
13,noise,1,1,30,90,3,Inlier ratio only,15,1,0,0,0,1,1,0
13,noise,1,1,30,90,3,Inlier ratio only,20,1.25,0,0,0,1,1,0
14,noise,1,1,30,90,4,Full,10,0.75,0,0,0,1,1,0
14,noise,1,1,30,90,4,Full,15,1,0,0,0,1,1,0
14,noise,1,1,30,90,4,Full,20,1.25,0,0,0,1,1,0
14,noise,1,1,30,90,4,Initial RANSAC,10,0.75,0,1,0,0,0,1
14,noise,1,1,30,90,4,Initial RANSAC,15,1,0,1,0,0,0,1
14,noise,1,1,30,90,4,Initial RANSAC,20,1.25,0,1,0,0,0,1
14,noise,1,1,30,90,4,Inlier ratio only,10,0.75,0,0,0,1,1,0
14,noise,1,1,30,90,4,Inlier ratio only,15,1,0,0,0,1,1,0
14,noise,1,1,30,90,4,Inlier ratio only,20,1.25,0,0,0,1,1,0
15,noise,1,1,30,90,5,Full,10,0.75,0,0,0,1,1,0
15,noise,1,1,30,90,5,Full,15,1,0,0,0,1,1,0
15,noise,1,1,30,90,5,Full,20,1.25,0,0,0,1,1,0
15,noise,1,1,30,90,5,Initial RANSAC,10,0.75,0,1,0,0,0,1
15,noise,1,1,30,90,5,Initial RANSAC,15,1,0,1,0,0,0,1
15,noise,1,1,30,90,5,Initial RANSAC,20,1.25,0,1,0,0,0,1
15,noise,1,1,30,90,5,Inlier ratio only,10,0.75,0,0,0,1,1,0
15,noise,1,1,30,90,5,Inlier ratio only,15,1,0,0,0,1,1,0
15,noise,1,1,30,90,5,Inlier ratio only,20,1.25,0,0,0,1,1,0
16,noise,1,1,45,90,1,Full,10,0.75,0,0,0,1,1,0
16,noise,1,1,45,90,1,Full,15,1,0,0,0,1,1,0
16,noise,1,1,45,90,1,Full,20,1.25,0,0,0,1,1,0
16,noise,1,1,45,90,1,Initial RANSAC,10,0.75,0,0,0,1,1,0
16,noise,1,1,45,90,1,Initial RANSAC,15,1,0,0,0,1,1,0
16,noise,1,1,45,90,1,Initial RANSAC,20,1.25,0,0,0,1,1,0
16,noise,1,1,45,90,1,Inlier ratio only,10,0.75,0,0,0,1,1,0
16,noise,1,1,45,90,1,Inlier ratio only,15,1,0,0,0,1,1,0
16,noise,1,1,45,90,1,Inlier ratio only,20,1.25,0,0,0,1,1,0
17,noise,1,1,45,90,2,Full,10,0.75,0,0,0,1,1,0
17,noise,1,1,45,90,2,Full,15,1,0,0,0,1,1,0
17,noise,1,1,45,90,2,Full,20,1.25,0,0,0,1,1,0
17,noise,1,1,45,90,2,Initial RANSAC,10,0.75,0,1,0,0,0,1
17,noise,1,1,45,90,2,Initial RANSAC,15,1,0,1,0,0,0,1
17,noise,1,1,45,90,2,Initial RANSAC,20,1.25,0,1,0,0,0,1
17,noise,1,1,45,90,2,Inlier ratio only,10,0.75,0,0,0,1,1,0
17,noise,1,1,45,90,2,Inlier ratio only,15,1,0,0,0,1,1,0
17,noise,1,1,45,90,2,Inlier ratio only,20,1.25,0,0,0,1,1,0
18,noise,1,1,45,90,3,Full,10,0.75,0,0,0,1,1,0
18,noise,1,1,45,90,3,Full,15,1,0,0,0,1,1,0
18,noise,1,1,45,90,3,Full,20,1.25,0,0,0,1,1,0
18,noise,1,1,45,90,3,Initial RANSAC,10,0.75,0,1,0,0,0,1
18,noise,1,1,45,90,3,Initial RANSAC,15,1,0,1,0,0,0,1
18,noise,1,1,45,90,3,Initial RANSAC,20,1.25,0,1,0,0,0,1
18,noise,1,1,45,90,3,Inlier ratio only,10,0.75,0,0,0,1,1,0
18,noise,1,1,45,90,3,Inlier ratio only,15,1,0,0,0,1,1,0
18,noise,1,1,45,90,3,Inlier ratio only,20,1.25,0,0,0,1,1,0
19,noise,1,1,45,90,4,Full,10,0.75,0,0,0,1,1,0
19,noise,1,1,45,90,4,Full,15,1,0,0,0,1,1,0
19,noise,1,1,45,90,4,Full,20,1.25,0,0,0,1,1,0
19,noise,1,1,45,90,4,Initial RANSAC,10,0.75,0,0,0,1,1,0
19,noise,1,1,45,90,4,Initial RANSAC,15,1,0,0,0,1,1,0
19,noise,1,1,45,90,4,Initial RANSAC,20,1.25,0,0,0,1,1,0
19,noise,1,1,45,90,4,Inlier ratio only,10,0.75,0,0,0,1,1,0
19,noise,1,1,45,90,4,Inlier ratio only,15,1,0,0,0,1,1,0
19,noise,1,1,45,90,4,Inlier ratio only,20,1.25,0,0,0,1,1,0
20,noise,1,1,45,90,5,Full,10,0.75,0,0,0,1,1,0
20,noise,1,1,45,90,5,Full,15,1,0,0,0,1,1,0
20,noise,1,1,45,90,5,Full,20,1.25,0,0,0,1,1,0
20,noise,1,1,45,90,5,Initial RANSAC,10,0.75,0,1,0,0,0,1
20,noise,1,1,45,90,5,Initial RANSAC,15,1,0,1,0,0,0,1
20,noise,1,1,45,90,5,Initial RANSAC,20,1.25,0,1,0,0,0,1
20,noise,1,1,45,90,5,Inlier ratio only,10,0.75,0,0,0,1,1,0
20,noise,1,1,45,90,5,Inlier ratio only,15,1,0,0,0,1,1,0
20,noise,1,1,45,90,5,Inlier ratio only,20,1.25,0,0,0,1,1,0
21,noise,1,1,60,90,1,Full,10,0.75,0,0,0,1,1,0
21,noise,1,1,60,90,1,Full,15,1,0,0,0,1,1,0
21,noise,1,1,60,90,1,Full,20,1.25,0,0,0,1,1,0
21,noise,1,1,60,90,1,Initial RANSAC,10,0.75,0,1,0,0,0,1
21,noise,1,1,60,90,1,Initial RANSAC,15,1,0,1,0,0,0,1
21,noise,1,1,60,90,1,Initial RANSAC,20,1.25,0,1,0,0,0,1
21,noise,1,1,60,90,1,Inlier ratio only,10,0.75,0,0,0,1,1,0
21,noise,1,1,60,90,1,Inlier ratio only,15,1,0,0,0,1,1,0
21,noise,1,1,60,90,1,Inlier ratio only,20,1.25,0,0,0,1,1,0
22,noise,1,1,60,90,2,Full,10,0.75,0,0,0,1,1,0
22,noise,1,1,60,90,2,Full,15,1,0,0,0,1,1,0
22,noise,1,1,60,90,2,Full,20,1.25,0,0,0,1,1,0
22,noise,1,1,60,90,2,Initial RANSAC,10,0.75,0,0,0,1,1,0
22,noise,1,1,60,90,2,Initial RANSAC,15,1,0,0,0,1,1,0
22,noise,1,1,60,90,2,Initial RANSAC,20,1.25,0,0,0,1,1,0
22,noise,1,1,60,90,2,Inlier ratio only,10,0.75,0,0,0,1,1,0
22,noise,1,1,60,90,2,Inlier ratio only,15,1,0,0,0,1,1,0
22,noise,1,1,60,90,2,Inlier ratio only,20,1.25,0,0,0,1,1,0
23,noise,1,1,60,90,3,Full,10,0.75,0,0,0,1,1,0
23,noise,1,1,60,90,3,Full,15,1,0,0,0,1,1,0
23,noise,1,1,60,90,3,Full,20,1.25,0,0,0,1,1,0
23,noise,1,1,60,90,3,Initial RANSAC,10,0.75,0,0,0,1,1,0
23,noise,1,1,60,90,3,Initial RANSAC,15,1,0,0,0,1,1,0
23,noise,1,1,60,90,3,Initial RANSAC,20,1.25,0,0,0,1,1,0
23,noise,1,1,60,90,3,Inlier ratio only,10,0.75,0,0,0,1,1,0
23,noise,1,1,60,90,3,Inlier ratio only,15,1,0,0,0,1,1,0
23,noise,1,1,60,90,3,Inlier ratio only,20,1.25,0,0,0,1,1,0
24,noise,1,1,60,90,4,Full,10,0.75,0,0,0,1,1,0
24,noise,1,1,60,90,4,Full,15,1,0,0,0,1,1,0
24,noise,1,1,60,90,4,Full,20,1.25,0,0,0,1,1,0
24,noise,1,1,60,90,4,Initial RANSAC,10,0.75,0,0,0,1,1,0
24,noise,1,1,60,90,4,Initial RANSAC,15,1,0,0,0,1,1,0
24,noise,1,1,60,90,4,Initial RANSAC,20,1.25,0,0,0,1,1,0
24,noise,1,1,60,90,4,Inlier ratio only,10,0.75,0,0,0,1,1,0
24,noise,1,1,60,90,4,Inlier ratio only,15,1,0,0,0,1,1,0
24,noise,1,1,60,90,4,Inlier ratio only,20,1.25,0,0,0,1,1,0
25,noise,1,1,60,90,5,Full,10,0.75,0,0,0,1,1,0
25,noise,1,1,60,90,5,Full,15,1,0,0,0,1,1,0
25,noise,1,1,60,90,5,Full,20,1.25,0,0,0,1,1,0
25,noise,1,1,60,90,5,Initial RANSAC,10,0.75,0,0,0,1,1,0
25,noise,1,1,60,90,5,Initial RANSAC,15,1,0,0,0,1,1,0
25,noise,1,1,60,90,5,Initial RANSAC,20,1.25,0,0,0,1,1,0
25,noise,1,1,60,90,5,Inlier ratio only,10,0.75,0,0,0,1,1,0
25,noise,1,1,60,90,5,Inlier ratio only,15,1,0,0,0,1,1,0
25,noise,1,1,60,90,5,Inlier ratio only,20,1.25,0,0,0,1,1,0
26,noise,1,1,75,90,1,Full,10,0.75,0,0,0,1,1,0
26,noise,1,1,75,90,1,Full,15,1,0,0,0,1,1,0
26,noise,1,1,75,90,1,Full,20,1.25,0,0,0,1,1,0
26,noise,1,1,75,90,1,Initial RANSAC,10,0.75,0,1,0,0,0,1
26,noise,1,1,75,90,1,Initial RANSAC,15,1,0,1,0,0,0,1
26,noise,1,1,75,90,1,Initial RANSAC,20,1.25,0,1,0,0,0,1
26,noise,1,1,75,90,1,Inlier ratio only,10,0.75,0,0,0,1,1,0
26,noise,1,1,75,90,1,Inlier ratio only,15,1,0,0,0,1,1,0
26,noise,1,1,75,90,1,Inlier ratio only,20,1.25,0,0,0,1,1,0
27,noise,1,1,75,90,2,Full,10,0.75,0,0,0,1,1,0
27,noise,1,1,75,90,2,Full,15,1,0,0,0,1,1,0
27,noise,1,1,75,90,2,Full,20,1.25,0,0,0,1,1,0
27,noise,1,1,75,90,2,Initial RANSAC,10,0.75,0,0,0,1,1,0
27,noise,1,1,75,90,2,Initial RANSAC,15,1,0,0,0,1,1,0
27,noise,1,1,75,90,2,Initial RANSAC,20,1.25,0,0,0,1,1,0
27,noise,1,1,75,90,2,Inlier ratio only,10,0.75,0,0,0,1,1,0
27,noise,1,1,75,90,2,Inlier ratio only,15,1,0,0,0,1,1,0
27,noise,1,1,75,90,2,Inlier ratio only,20,1.25,0,0,0,1,1,0
28,noise,1,1,75,90,3,Full,10,0.75,0,0,0,1,1,0
28,noise,1,1,75,90,3,Full,15,1,0,0,0,1,1,0
28,noise,1,1,75,90,3,Full,20,1.25,0,0,0,1,1,0
28,noise,1,1,75,90,3,Initial RANSAC,10,0.75,0,1,0,0,0,1
28,noise,1,1,75,90,3,Initial RANSAC,15,1,0,1,0,0,0,1
28,noise,1,1,75,90,3,Initial RANSAC,20,1.25,0,1,0,0,0,1
28,noise,1,1,75,90,3,Inlier ratio only,10,0.75,0,0,0,1,1,0
28,noise,1,1,75,90,3,Inlier ratio only,15,1,0,0,0,1,1,0
28,noise,1,1,75,90,3,Inlier ratio only,20,1.25,0,0,0,1,1,0
29,noise,1,1,75,90,4,Full,10,0.75,0,0,0,1,1,0
29,noise,1,1,75,90,4,Full,15,1,0,0,0,1,1,0
29,noise,1,1,75,90,4,Full,20,1.25,0,0,0,1,1,0
29,noise,1,1,75,90,4,Initial RANSAC,10,0.75,0,0,0,1,1,0
29,noise,1,1,75,90,4,Initial RANSAC,15,1,0,0,0,1,1,0
29,noise,1,1,75,90,4,Initial RANSAC,20,1.25,0,0,0,1,1,0
29,noise,1,1,75,90,4,Inlier ratio only,10,0.75,0,0,0,1,1,0
29,noise,1,1,75,90,4,Inlier ratio only,15,1,0,0,0,1,1,0
29,noise,1,1,75,90,4,Inlier ratio only,20,1.25,0,0,0,1,1,0
30,noise,1,1,75,90,5,Full,10,0.75,0,0,0,1,1,0
30,noise,1,1,75,90,5,Full,15,1,0,0,0,1,1,0
30,noise,1,1,75,90,5,Full,20,1.25,0,0,0,1,1,0
30,noise,1,1,75,90,5,Initial RANSAC,10,0.75,0,1,0,0,0,1
30,noise,1,1,75,90,5,Initial RANSAC,15,1,0,1,0,0,0,1
30,noise,1,1,75,90,5,Initial RANSAC,20,1.25,0,1,0,0,0,1
30,noise,1,1,75,90,5,Inlier ratio only,10,0.75,0,0,0,1,1,0
30,noise,1,1,75,90,5,Inlier ratio only,15,1,0,0,0,1,1,0
30,noise,1,1,75,90,5,Inlier ratio only,20,1.25,0,0,0,1,1,0
31,noise,1,1,90,90,1,Full,10,0.75,0,0,0,1,1,0
31,noise,1,1,90,90,1,Full,15,1,0,0,0,1,1,0
31,noise,1,1,90,90,1,Full,20,1.25,0,0,0,1,1,0
31,noise,1,1,90,90,1,Initial RANSAC,10,0.75,0,0,0,1,1,0
31,noise,1,1,90,90,1,Initial RANSAC,15,1,0,0,0,1,1,0
31,noise,1,1,90,90,1,Initial RANSAC,20,1.25,0,0,0,1,1,0
31,noise,1,1,90,90,1,Inlier ratio only,10,0.75,0,0,0,1,1,0
31,noise,1,1,90,90,1,Inlier ratio only,15,1,0,0,0,1,1,0
31,noise,1,1,90,90,1,Inlier ratio only,20,1.25,0,0,0,1,1,0
32,noise,1,1,90,90,2,Full,10,0.75,0,0,0,1,1,0
32,noise,1,1,90,90,2,Full,15,1,0,0,0,1,1,0
32,noise,1,1,90,90,2,Full,20,1.25,0,0,0,1,1,0
32,noise,1,1,90,90,2,Initial RANSAC,10,0.75,0,0,0,1,1,0
32,noise,1,1,90,90,2,Initial RANSAC,15,1,0,0,0,1,1,0
32,noise,1,1,90,90,2,Initial RANSAC,20,1.25,0,0,0,1,1,0
32,noise,1,1,90,90,2,Inlier ratio only,10,0.75,0,0,0,1,1,0
32,noise,1,1,90,90,2,Inlier ratio only,15,1,0,0,0,1,1,0
32,noise,1,1,90,90,2,Inlier ratio only,20,1.25,0,0,0,1,1,0
33,noise,1,1,90,90,3,Full,10,0.75,0,0,0,1,1,0
33,noise,1,1,90,90,3,Full,15,1,0,0,0,1,1,0
33,noise,1,1,90,90,3,Full,20,1.25,0,0,0,1,1,0
33,noise,1,1,90,90,3,Initial RANSAC,10,0.75,0,0,0,1,1,0
33,noise,1,1,90,90,3,Initial RANSAC,15,1,0,0,0,1,1,0
33,noise,1,1,90,90,3,Initial RANSAC,20,1.25,0,0,0,1,1,0
33,noise,1,1,90,90,3,Inlier ratio only,10,0.75,0,0,0,1,1,0
33,noise,1,1,90,90,3,Inlier ratio only,15,1,0,0,0,1,1,0
33,noise,1,1,90,90,3,Inlier ratio only,20,1.25,0,0,0,1,1,0
34,noise,1,1,90,90,4,Full,10,0.75,0,0,0,1,1,0
34,noise,1,1,90,90,4,Full,15,1,0,0,0,1,1,0
34,noise,1,1,90,90,4,Full,20,1.25,0,0,0,1,1,0
34,noise,1,1,90,90,4,Initial RANSAC,10,0.75,0,0,0,1,1,0
34,noise,1,1,90,90,4,Initial RANSAC,15,1,0,0,0,1,1,0
34,noise,1,1,90,90,4,Initial RANSAC,20,1.25,0,0,0,1,1,0
34,noise,1,1,90,90,4,Inlier ratio only,10,0.75,0,0,0,1,1,0
34,noise,1,1,90,90,4,Inlier ratio only,15,1,0,0,0,1,1,0
34,noise,1,1,90,90,4,Inlier ratio only,20,1.25,0,0,0,1,1,0
35,noise,1,1,90,90,5,Full,10,0.75,0,1,0,0,0,1
35,noise,1,1,90,90,5,Full,15,1,0,1,0,0,0,1
35,noise,1,1,90,90,5,Full,20,1.25,0,1,0,0,0,1
35,noise,1,1,90,90,5,Initial RANSAC,10,0.75,0,1,0,0,0,1
35,noise,1,1,90,90,5,Initial RANSAC,15,1,0,1,0,0,0,1
35,noise,1,1,90,90,5,Initial RANSAC,20,1.25,0,1,0,0,0,1
35,noise,1,1,90,90,5,Inlier ratio only,10,0.75,0,0,0,1,1,0
35,noise,1,1,90,90,5,Inlier ratio only,15,1,0,0,0,1,1,0
35,noise,1,1,90,90,5,Inlier ratio only,20,1.25,0,0,0,1,1,0
36,noise,1,1,105,90,1,Full,10,0.75,0,0,0,1,1,0
36,noise,1,1,105,90,1,Full,15,1,0,0,0,1,1,0
36,noise,1,1,105,90,1,Full,20,1.25,0,0,0,1,1,0
36,noise,1,1,105,90,1,Initial RANSAC,10,0.75,0,0,0,1,1,0
36,noise,1,1,105,90,1,Initial RANSAC,15,1,0,0,0,1,1,0
36,noise,1,1,105,90,1,Initial RANSAC,20,1.25,0,0,0,1,1,0
36,noise,1,1,105,90,1,Inlier ratio only,10,0.75,0,0,0,1,1,0
36,noise,1,1,105,90,1,Inlier ratio only,15,1,0,0,0,1,1,0
36,noise,1,1,105,90,1,Inlier ratio only,20,1.25,0,0,0,1,1,0
37,noise,1,1,105,90,2,Full,10,0.75,0,0,0,1,1,0
37,noise,1,1,105,90,2,Full,15,1,0,0,0,1,1,0
37,noise,1,1,105,90,2,Full,20,1.25,0,0,0,1,1,0
37,noise,1,1,105,90,2,Initial RANSAC,10,0.75,0,0,0,1,1,0
37,noise,1,1,105,90,2,Initial RANSAC,15,1,0,0,0,1,1,0
37,noise,1,1,105,90,2,Initial RANSAC,20,1.25,0,0,0,1,1,0
37,noise,1,1,105,90,2,Inlier ratio only,10,0.75,0,0,0,1,1,0
37,noise,1,1,105,90,2,Inlier ratio only,15,1,0,0,0,1,1,0
37,noise,1,1,105,90,2,Inlier ratio only,20,1.25,0,0,0,1,1,0
38,noise,1,1,105,90,3,Full,10,0.75,0,0,0,1,1,0
38,noise,1,1,105,90,3,Full,15,1,0,0,0,1,1,0
38,noise,1,1,105,90,3,Full,20,1.25,0,0,0,1,1,0
38,noise,1,1,105,90,3,Initial RANSAC,10,0.75,0,0,0,1,1,0
38,noise,1,1,105,90,3,Initial RANSAC,15,1,0,0,0,1,1,0
38,noise,1,1,105,90,3,Initial RANSAC,20,1.25,0,0,0,1,1,0
38,noise,1,1,105,90,3,Inlier ratio only,10,0.75,0,0,0,1,1,0
38,noise,1,1,105,90,3,Inlier ratio only,15,1,0,0,0,1,1,0
38,noise,1,1,105,90,3,Inlier ratio only,20,1.25,0,0,0,1,1,0
39,noise,1,1,105,90,4,Full,10,0.75,0,0,0,1,1,0
39,noise,1,1,105,90,4,Full,15,1,0,0,0,1,1,0
39,noise,1,1,105,90,4,Full,20,1.25,0,0,0,1,1,0
39,noise,1,1,105,90,4,Initial RANSAC,10,0.75,0,0,0,1,1,0
39,noise,1,1,105,90,4,Initial RANSAC,15,1,0,0,0,1,1,0
39,noise,1,1,105,90,4,Initial RANSAC,20,1.25,0,0,0,1,1,0
39,noise,1,1,105,90,4,Inlier ratio only,10,0.75,0,0,0,1,1,0
39,noise,1,1,105,90,4,Inlier ratio only,15,1,0,0,0,1,1,0
39,noise,1,1,105,90,4,Inlier ratio only,20,1.25,0,0,0,1,1,0
40,noise,1,1,105,90,5,Full,10,0.75,0,0,0,1,1,0
40,noise,1,1,105,90,5,Full,15,1,0,0,0,1,1,0
