Tick,Events,Seconds
631,326,0.0017623649999999999
632,352,0.00182763
633,393,0.0019759650000000001
634,412,0.002319013
635,462,0.001948969
636,545,0.001882728
637,492,0.002001461
638,467,0.0019111270000000001
639,474,0.0017625099999999999
640,472,0.001672485
641,544,0.0022699159999999999
642,417,0.0021556689999999998
643,397,0.0022447050000000001
644,369,0.001955952
645,382,0.001789173
646,394,0.0018634890000000001
647,355,0.0019273750000000001
648,322,0.0016957560000000001
649,400,0.00199832
650,392,0.002220255
651,425,0.0021730859999999999
652,376,0.0021321859999999999
653,421,0.001811284
654,427,0.0017738560000000001
655,465,0.0017488029999999999
656,538,0.0017611390000000001
657,480,0.001775506
658,490,0.0020676290000000001
659,457,0.0017985620000000001
660,531,0.0018150830000000001
661,562,0.0017766609999999999
662,516,0.001930043
663,525,0.002289279
664,532,0.0021930840000000001
665,565,0.0019439559999999999
666,587,0.001944086
667,563,0.001831156
668,645,0.0018088970000000001
669,653,0.001840473
670,717,0.001897496
671,714,0.0019092930000000001
672,893,0.001936096
673,953,0.0020466999999999998
674,1002,0.002153819
675,1006,0.003849945
676,944,0.0081374840000000004
677,1049,0.0090572840000000005
678,1120,0.0028190170000000001
679,1150,0.002183136
680,1038,0.0023511320000000001
681,1206,0.0021980900000000002
682,1263,0.0020069010000000002
683,1239,0.0021522659999999999
684,1222,0.0021336430000000002
685,1264,0.001984928
686,1349,0.001871632
687,1379,0.0023487149999999999
688,1383,0.002546698
689,1330,0.001897613
690,1327,0.002002916
691,1314,0.0023188779999999999
692,1335,0.0022705939999999999
693,1147,0.002318526
694,1131,0.001850095
695,999,0.0019892489999999998
696,1051,0.0020164969999999999
697,941,0.0024533839999999999
698,634,0.0026012560000000001
699,624,0.001870219
700,567,0.0018959960000000001
701,550,0.0019367270000000001
702,495,0.0019525499999999999
703,429,0.0019295339999999999
704,340,0.0018069659999999999
705,323,0.0017820799999999999
706,333,0.0019738149999999999
707,270,0.001877077
708,329,0.001832123
709,346,0.0017881500000000001
710,322,0.0020772049999999999
711,340,0.0018407569999999999
712,312,0.0017626510000000001
713,377,0.001844746
714,404,0.001798018
715,431,0.00189869
716,396,0.0023281560000000001
717,439,0.002595029
718,460,0.0018868940000000001
719,485,0.0023349410000000001
720,546,0.0023420429999999998
721,571,0.002359969
722,506,0.002358312
723,514,0.002274393
724,478,0.0023096150000000001
725,514,0.0020391010000000002
726,482,0.0020738890000000002
727,471,0.002344311
728,434,0.001759264
729,457,0.0017966670000000001
730,437,0.001833819
731,478,0.001890142
732,501,0.0021863189999999999
733,441,0.0018409089999999999
734,515,0.001771655
735,532,0.001864194
736,562,0.001930703
737,472,0.0023106070000000001
738,622,0.0021665199999999999
739,560,0.001901834
740,565,0.002301871
741,553,0.001809595
742,517,0.0018300580000000001
743,500,0.0017459350000000001
744,499,0.001803947
745,483,0.0018308230000000001
746,416,0.001802658
747,434,0.0018138659999999999
748,390,0.0020974349999999999
749,449,0.0022509560000000001
750,425,0.0019523469999999999
751,339,0.001899721
752,358,0.003437846
753,376,0.0080044090000000005
754,423,0.0057505389999999998
755,376,0.001701651
756,388,0.001778003
757,369,0.0022213670000000001
758,390,0.0018310990000000001
759,448,0.0017546619999999999
760,452,0.0021547929999999999
761,425,0.002328891
762,453,0.0024098420000000001
763,455,0.0022296350000000002
764,534,0.0024708989999999999
765,552,0.0021624750000000001
766,534,0.0041555419999999999
767,647,0.0021829219999999999
768,599,0.001993463
769,655,0.002131258
770,610,0.0022646430000000002
771,699,0.0022768559999999998
772,761,0.0019138009999999999
773,799,0.0018580809999999999
774,837,0.002415707
775,883,0.0023213460000000002
776,910,0.002154104
777,997,0.0021069180000000002
778,1079,0.0022176589999999999
779,1077,0.0020731360000000002
780,1057,0.0019726570000000001
781,1066,0.002271936
782,1089,0.0027106259999999998
783,1043,0.0019572980000000001
784,998,0.0019346719999999999
785,974,0.0019678709999999999
786,951,0.001873502
787,860,0.001848195
788,801,0.002315147
789,732,0.0022663599999999998
790,694,0.0021638479999999999
791,677,0.0023466569999999998
792,628,0.0022085289999999999
